dining_table_0,dining_table_1,dining_table_2,dining_table_3,dining_table_4,dining_table_5
8.88064e-08,6.9549627e-10,2.7761632e-12,0.99999976,1.7025862e-07,5.2932926e-08
0.46824488,0.014105103,0.015142467,0.49970597,0.0024139257,0.00038763767
0.00037139622,0.172725,0.8268545,2.1493478e-09,1.5542788e-05,3.351919e-05
1.4266571e-05,8.290503e-06,7.843615e-05,0.6495539,9.1756876e-05,0.35025337
0.12802918,0.013152518,0.00020241337,0.856783,0.000992311,0.0008406292
0.00828695,0.0017611539,2.6341184e-05,0.98764616,0.0007820904,0.0014972613
0.030215811,0.044776183,0.9249663,6.6874286e-08,1.9663152e-05,2.1946082e-05
6.1720755e-07,2.5284036e-08,6.5277646e-07,0.6533358,0.00027309783,0.3463899
5.5856776e-07,4.8205443e-11,4.6987804e-12,0.9999993,9.655775e-08,3.9961336e-08
3.00503e-08,3.2599957e-11,2.0409096e-11,0.9999994,1.4268666e-07,5.31287e-07
0.00064971246,0.00034175673,2.536056e-06,0.99563366,0.0021888255,0.0011834034
0.051799458,0.3855916,0.0022145598,0.52241564,0.024099061,0.013879712
2.1588795e-08,3.345818e-08,0.00014499342,0.0046586446,7.234511e-06,0.9951891
2.1797083e-08,1.8582737e-10,1.1241814e-06,0.04413277,5.246333e-07,0.9558655
0.0010786069,7.762229e-07,6.362288e-08,0.9989178,2.058997e-06,6.6101603e-07
7.841212e-09,4.4044632e-10,1.6864698e-08,0.999946,1.6860727e-06,5.2296695e-05
0.09910422,0.0015923058,0.8908811,0.00026376027,0.00044680026,0.0077118194
8.376244e-05,4.358934e-06,2.2738232e-05,0.28301916,0.6336134,0.083256595
0.9999988,5.5027544e-07,5.582166e-07,3.2434887e-08,1.8979742e-09,2.5860505e-10
5.2601496e-05,3.5046563e-05,2.309672e-06,0.9910982,0.0024343722,0.0063775657
0.00553067,1.1313531e-06,6.2658237e-06,0.9940606,0.00023307471,0.00016826643
1.7856632e-08,9.7803064e-11,5.5074096e-12,1.0,9.426688e-09,8.057707e-09
1.3150537e-05,0.0002951826,0.0006168466,0.0009470513,0.0009201025,0.9972077
1.89567e-05,4.0961993e-08,2.6344296e-08,0.9963378,0.0033751328,0.00026803883
0.0020012532,0.00030932896,0.00023247387,0.61953676,0.1279159,0.25000432
0.3616835,0.6161715,0.020811249,5.952464e-05,0.0012401643,3.405867e-05
0.0022282277,0.97445166,0.019383194,1.2945699e-07,0.0038632823,7.357005e-05
2.236064e-06,0.0017451752,2.8919012e-05,3.4986435e-05,0.9393614,0.05882728
0.038225695,0.057502024,0.0007358497,0.14492543,0.39367148,0.36493945
6.649423e-05,0.009844729,2.658335e-05,0.9038189,0.06631936,0.019923963
7.790294e-07,7.621045e-09,3.177688e-09,0.9999752,7.0022043e-06,1.6953894e-05
0.20980917,0.18226446,0.6070727,0.00013761093,0.000102023056,0.00061396917
2.6818286e-06,2.7994522e-06,1.9953688e-05,0.45855862,1.6355407e-05,0.5413996
0.00040093434,0.05475685,0.006770208,0.004162405,0.09222062,0.84168905
0.108544946,0.42450964,0.008426636,0.07131307,0.020469064,0.3667366
8.67206e-12,2.105413e-13,2.864805e-14,1.0,2.877501e-09,7.830154e-10
0.7799314,0.21905564,0.00081375416,1.2443498e-05,0.00017663217,1.0128424e-05
3.526038e-09,5.91438e-13,2.178562e-12,0.9999999,2.6600972e-08,1.3150346e-07
3.2380449e-06,6.390157e-05,0.00012464945,0.00019732179,0.032589644,0.9670213
4.4059675e-06,1.9319961e-07,1.0142383e-05,0.9319899,4.5418394e-05,0.067949876
0.99564785,0.0006703426,0.0029400238,0.00023098628,0.00047841572,3.2258726e-05
8.964424e-05,0.9109572,0.08828845,1.7289176e-07,0.00020843586,0.00045607032
0.0009539857,0.9984403,6.050806e-05,2.4713598e-05,0.0005020159,1.8415712e-05
1.8532955e-05,1.8802182e-05,0.000110334804,0.30714718,0.0005253839,0.69217974
0.015113517,4.538788e-06,3.028715e-07,0.9848712,8.816687e-06,1.6746735e-06
1.08791465e-08,1.4423583e-08,2.1176216e-08,0.9989631,8.4760995e-07,0.0010360508
0.0026970303,0.00012721433,9.654491e-06,0.99393845,0.0031413836,8.6214146e-05
0.00021584849,0.018951192,1.8956673e-05,0.5724797,0.36246586,0.045868352
1.4329988e-05,1.0411834e-05,0.000104409744,0.13922775,0.00013166733,0.8605114
0.9870171,0.00527321,0.0008489769,0.0038411873,0.0022247736,0.0007947918
0.00039756024,1.8607372e-07,1.1751056e-07,0.9995832,1.0996299e-05,7.955501e-06
0.004953202,0.1261852,0.00015823361,0.20299998,0.662892,0.002811351
0.98710865,0.00011623906,1.9859228e-05,0.012747671,5.6785216e-06,1.8366651e-06
7.361784e-07,4.7010008e-06,5.2895088e-05,0.003384798,0.00015112013,0.9964057
0.0018151762,0.0033254134,0.000100351775,0.017404748,0.9647636,0.012590721
4.3054746e-07,2.5593843e-09,1.555644e-09,0.999931,6.3739535e-08,6.848014e-05
5.7977463e-11,1.8479116e-14,9.467783e-14,1.0,1.5838651e-10,1.03145785e-08
1.6517385e-09,7.85009e-13,1.6062408e-14,1.0,1.3866035e-10,2.2077569e-11
3.8302153e-10,3.6675415e-13,3.8851042e-10,0.9998227,5.8561564e-09,0.00017735457
0.91651964,7.975171e-05,0.0005466836,0.08258106,0.0002361215,3.676282e-05
0.011384132,0.0023018224,0.98629713,9.472654e-08,4.5517095e-06,1.2236287e-05
0.9999974,1.5901853e-07,1.6017443e-06,7.8780454e-07,6.9563455e-08,2.0580018e-09
0.0049959,0.98115253,0.011075789,9.007708e-05,0.0021649844,0.00052075257
8.011791e-06,9.567834e-07,1.9109117e-05,0.10981265,0.00013003894,0.8900293
0.006022286,0.11460229,0.79429924,8.538885e-06,0.072571024,0.012496605
5.56005e-05,6.0612126e-07,2.3694534e-08,0.9998895,4.985228e-05,4.3896853e-06
6.4199216e-05,0.000115451956,0.00030454548,0.28821608,0.008364409,0.70293534
4.402178e-06,4.7529625e-06,0.00010216574,0.0018227894,4.744614e-05,0.9980184
1.9384312e-07,2.1260649e-09,1.1279186e-11,0.99999917,2.7070192e-07,3.7008576e-07
2.453419e-06,1.0723086e-07,3.1555444e-08,0.9996958,0.00020686122,9.469849e-05
7.892824e-06,3.3701397e-06,0.00015955162,0.014392468,0.0008172459,0.98461944
6.4426143e-07,6.286461e-07,2.6880807e-08,0.9996977,6.536361e-05,0.00023567227
0.031401914,9.3264197e-07,5.068054e-08,0.9685938,2.899316e-06,4.0608649e-07
0.9970318,0.002731867,9.9780984e-05,8.7634755e-05,1.3217162e-05,3.569992e-05
1.0757876e-05,1.080494e-06,4.602736e-07,0.9873805,9.59419e-05,0.012511274
0.061406367,0.124801606,0.0019803506,0.48070714,0.24351358,0.08759093
0.05860625,0.19337887,0.42150664,0.004568877,0.018612914,0.30332646
0.87458485,0.0022928482,3.804068e-05,0.122554496,0.00023316233,0.00029661276
2.247225e-06,1.2986723e-07,1.1357887e-05,0.3388247,2.2168255e-05,0.66113937
0.003202535,0.06060166,0.93607813,2.404792e-07,5.0967607e-05,6.646529e-05
6.721131e-06,1.4691735e-06,1.5079586e-07,0.9973774,0.00012234079,0.0024919172
5.7358564e-05,0.9982394,0.00053347857,4.995827e-07,0.0011197815,4.95333e-05
0.13826603,0.7868169,0.00024529579,0.07106431,0.0029364852,0.00067102106
3.087121e-07,3.6630146e-10,7.728496e-10,0.9999994,1.325028e-07,1.3763731e-07
0.0064407373,0.2906611,0.7004465,2.0148004e-06,0.0003026744,0.0021470066
0.43404567,0.16803809,0.39603293,0.00014090088,0.00014911222,0.0015932304
0.9994894,0.000136391,9.221858e-05,0.00027691983,4.782556e-06,2.151203e-07
2.25902e-07,3.4754996e-07,2.4533676e-06,0.0923879,0.006749072,0.90085995
0.0004153662,0.6782168,0.00016032191,0.0683367,0.22121541,0.031655356
2.7724761e-08,9.738196e-12,7.047981e-12,1.0,8.31204e-10,1.0663292e-08
0.109597854,0.8721012,0.00033540573,0.008076974,0.008750424,0.001138227
0.10977899,1.780222e-05,3.335218e-05,0.8867441,0.0028618947,0.00056389906
0.0026230947,0.07365187,0.9236588,1.2722873e-07,4.4254425e-06,6.174831e-05
9.560652e-05,0.00031541535,2.1475535e-06,0.98553586,0.0134660015,0.0005849331
0.00022891008,0.9869932,0.012764713,7.3268227e-09,4.7117483e-06,8.4363755e-06
8.2201944e-07,1.4296734e-06,7.136964e-06,0.62889594,0.0012173393,0.36987725
0.9999943,5.099002e-07,4.6402265e-06,5.634179e-07,3.8527862e-08,6.2293175e-09
0.0043218383,0.98655117,0.0048087193,0.0001989819,0.0028478862,0.0012715054
0.00091384404,0.9903077,0.007601534,1.6880547e-06,0.0010922255,8.308148e-05
9.508218e-07,6.844713e-07,7.064362e-06,0.3063901,0.0005652961,0.6930359
0.011566738,0.3244827,0.66367036,2.3532215e-07,7.4830496e-06,0.0002723722
2.326293e-06,2.1419762e-06,1.4498825e-06,0.95424104,0.0022636824,0.04348928
0.002710755,0.42377654,0.0033875038,0.11070731,0.25190407,0.20751387
0.00023558011,0.018767588,0.0005061797,0.08697651,0.009163007,0.88435113
0.032933865,0.00031798935,5.033331e-06,0.9656175,0.0010442545,8.12977e-05
0.00016441608,0.92159873,1.9545021e-05,0.0034863926,0.07401771,0.0007130822
0.9999839,3.1804582e-06,1.08792565e-05,2.0035307e-06,1.6780755e-08,2.893558e-09
0.014616398,0.03291211,4.6624176e-05,0.7304857,0.111628845,0.11031038
0.1645908,0.78004515,0.00076665566,0.0040869648,0.04373185,0.0067785773
2.6061169e-05,7.909386e-06,3.9925274e-07,0.99980265,0.00012045805,4.259738e-05
1.8817267e-06,2.782866e-08,7.708386e-06,0.20064415,5.6043533e-05,0.7992902
5.5266164e-06,1.00826576e-07,2.433241e-08,0.99904233,3.643107e-05,0.0009155735
0.99999714,9.773767e-08,2.541027e-06,2.5584873e-07,5.4675042e-09,1.8185471e-09
0.0005838974,9.089262e-07,4.3838892e-07,0.9987041,0.00012791257,0.00058281753
0.93810666,5.511339e-06,3.2243645e-06,0.06186947,1.4640556e-05,4.7150266e-07
4.3642547e-09,1.6169265e-10,5.2641502e-11,0.99999475,2.3197658e-06,2.9566113e-06
0.3095336,0.6584072,0.008631795,0.0054804664,0.0019816402,0.015965259
0.9971499,0.0026412543,0.00018660878,1.7415852e-05,4.409069e-06,3.069758e-07
0.9999653,1.6172554e-06,3.2502623e-05,4.2160067e-07,5.539847e-08,8.2566745e-09
0.0031625815,0.00045892465,0.9963774,3.122981e-09,1.9277577e-07,7.974393e-07
0.00088913355,0.9988502,0.0001817556,2.4702922e-06,7.438606e-05,1.9649615e-06
8.823611e-05,0.013038669,0.98667973,3.231964e-09,3.0551684e-05,0.0001628138
2.2894328e-05,0.050200477,2.0425789e-05,0.17960688,0.7544355,0.015713831
6.4972744e-05,5.3929933e-05,2.0250727e-05,0.6522593,0.04632349,0.30127808
0.0004842864,0.9832798,0.002046095,0.00011626776,0.010276425,0.0037970103
0.9775351,0.0006269298,0.021442002,0.00032637402,3.7494603e-05,3.2086286e-05
1.8231895e-05,3.071244e-06,0.00011893281,0.045566794,9.614404e-05,0.9541969
0.012296087,0.108618714,0.010515249,0.00010719933,0.8566253,0.011837527
8.3563296e-05,0.034773227,1.9662655e-05,0.89735025,0.062389575,0.005383672
0.0074012238,0.8688639,0.0003204837,0.08945955,0.030078348,0.0038765182
0.00033443194,0.11757249,0.00019902253,0.00046632788,0.85395104,0.027476665
0.99951017,4.5083252e-05,0.00012025893,0.0002850893,7.2951543e-06,3.2205542e-05
1.7408508e-09,6.2165125e-12,4.4971668e-13,1.0,2.8918556e-09,2.2964728e-09
0.9908261,0.008748776,9.290318e-05,0.00024675124,7.384473e-05,1.1627686e-05
0.734551,0.004401541,0.00017548329,0.18913762,0.07113183,0.00060248305
0.022377806,0.0028278849,0.93996495,0.00010410497,2.905063e-05,0.034696266
0.937952,0.0053038625,0.00020100718,0.056292627,0.0001855348,6.512598e-05
0.9893526,0.0007436835,0.0069707297,0.0014029071,0.0008719239,0.0006580871
4.8775365e-07,2.1713917e-09,4.54933e-11,0.9999995,5.506431e-08,1.4058206e-08
0.91070753,0.08242844,0.0024410465,0.0038067894,0.00035468195,0.0002614051
0.697711,0.1728187,0.008197033,0.11605961,0.003688134,0.0015255642
0.99989796,6.898084e-06,6.557465e-05,2.7944836e-05,1.5077e-06,1.1651529e-07
0.013111458,0.008539575,3.7970785e-05,0.97136456,0.00070790184,0.0062385676
1.303523e-07,8.833777e-11,1.655745e-11,0.9999956,1.3859623e-07,4.12435e-06
0.0013846807,1.9055136e-05,0.0003064525,0.9228486,0.0001946087,0.07524664
5.013971e-07,1.7264437e-08,1.1766207e-06,0.9665227,3.0151079e-05,0.03344537
0.003255933,0.0042275437,1.1801748e-05,0.97803044,0.0074891425,0.00698513
0.00097045716,1.7944036e-05,1.0801711e-07,0.99881375,0.00018959196,8.193228e-06
0.00034423984,2.793811e-07,9.553485e-08,0.9996069,2.4552526e-05,2.3955445e-05
3.78321e-06,3.2782448e-06,0.000109304485,0.01257522,0.00035457656,0.9869538
3.7750383e-06,1.766121e-05,2.7593628e-06,0.7481292,0.01458282,0.23726377
0.9002103,0.09967342,8.070871e-05,3.0315194e-05,1.557374e-06,3.688212e-06
0.9998504,1.4333418e-05,8.325763e-05,5.0244566e-05,6.8766815e-07,9.629047e-07
0.709522,0.034307238,0.17687532,0.046700545,0.0044850674,0.028109742
3.4081335e-05,1.3729637e-05,2.7603908e-05,0.21605988,0.00037388303,0.7834908
0.62855434,0.018731033,0.35270292,5.995616e-08,5.5186083e-06,6.158631e-06
0.00052871683,0.06668081,3.170728e-05,0.8197432,0.093040705,0.019974861
2.0204836e-06,2.855022e-07,1.4355933e-06,0.92307365,3.953458e-05,0.07688309
0.011902834,0.5883947,0.00066455186,0.08698346,0.30766618,0.0043882728
1.7566192e-08,1.9268995e-09,8.062362e-11,0.9999701,3.432609e-06,2.6506928e-05
0.0012867408,1.0850504e-08,5.3809277e-08,0.9987036,2.1644014e-06,7.4037953e-06
2.956355e-06,1.0942537e-05,2.4192548e-06,0.76325077,0.009655969,0.227077
0.7269276,0.0048531927,0.0030947097,0.2585994,0.0014030796,0.005122064
0.015102727,0.5915808,0.39245084,3.1176894e-06,0.00012123316,0.00074126944
7.3915476e-07,4.522244e-08,1.638088e-07,0.99739623,2.00054e-05,0.0025827927
6.914476e-07,1.9756658e-06,0.0008166432,0.010347027,5.9522896e-05,0.9887742
7.5951903e-06,0.007459643,0.019933999,9.570432e-06,0.05191603,0.9206732
0.036325034,0.050868373,0.00054866617,0.84289235,0.035128947,0.034236655
7.249467e-08,1.6047533e-09,3.8722038e-07,0.06575898,5.559401e-07,0.93424
0.96128803,0.021312283,0.0068610716,0.0037920477,0.0023759818,0.004370547
0.21035883,0.14704594,0.62870246,0.00012981897,0.00030447484,0.013458432
2.1524453e-05,4.80592e-08,7.7922796e-10,0.9999654,1.219752e-05,8.824822e-07
0.0052545206,0.00038065872,0.99435955,5.7786687e-09,4.907062e-07,4.8086667e-06
1.33849835e-05,0.0005116103,0.00026650346,0.0002928643,0.005806691,0.993109
3.4558067e-08,1.1950546e-10,7.92409e-11,0.9999248,4.9166218e-08,7.526278e-05
0.0010283653,0.61717165,0.00045210135,0.027732693,0.34076273,0.012852434
0.06614797,0.83553785,0.0030181943,0.0063858535,0.0806874,0.008222836
0.00048792353,0.23435688,2.7712369e-05,0.020269796,0.7436357,0.001221931
1.2892527e-05,4.352205e-06,8.663491e-05,0.62069017,5.903797e-05,0.37914684
0.9498312,0.0039282846,0.00146102,0.04410285,0.00041795,0.00025878692
9.911717e-05,0.99771273,0.001887988,1.827762e-07,0.00021480501,8.51178e-05
0.004498193,2.0110218e-07,3.374848e-08,0.9954917,3.5596447e-06,6.4067376e-06
2.6181524e-05,7.460103e-08,5.4972145e-07,0.9818284,0.0013182247,0.01682658
0.5688672,0.25426894,0.0012957758,0.16529678,0.009803983,0.00046729096
0.0003596512,0.00090619206,0.99763644,1.0280808e-07,5.1344858e-05,0.0010461657
0.9988023,0.00014895668,8.410457e-06,0.0010379191,2.127468e-06,2.443686e-07
9.967719e-09,1.0965553e-09,2.9835318e-10,0.9999541,2.6258325e-05,1.9665566e-05
0.00067830324,0.042772792,8.206136e-05,0.8725812,0.03663638,0.04724929
0.0004829355,9.404795e-05,3.132179e-06,0.9592813,0.03971418,0.00042432756
3.7378705e-08,4.770193e-10,5.920361e-11,0.9999987,1.1493186e-06,8.6157954e-08
1.3859906e-06,5.3446445e-08,4.682255e-09,0.99991536,7.976293e-05,3.4092325e-06
0.22853205,0.0791145,0.0030974196,0.41186166,0.22636752,0.051026803
3.511382e-05,9.2108065e-05,0.0015794318,7.742796e-05,0.029731823,0.96848404
8.1415664e-07,4.153678e-06,0.00022573167,4.7463986e-05,1.7040704e-05,0.9997048
0.5979849,0.018883472,0.0033384487,0.23516059,0.02754994,0.11708272
0.0007559946,0.14474778,0.0006551807,0.08192642,0.70597214,0.065942466
