couch_0,couch_1,couch_2,couch_3,couch_4
0.004722132,0.9511617,0.007776411,0.0003089379,0.036030706
0.23877347,0.0033182504,0.5666697,0.19122152,1.7119784e-05
0.9999999,1.1495988e-07,8.236519e-11,2.1996162e-10,2.1014492e-09
4.7057833e-07,0.9999944,1.2241912e-07,1.855925e-08,5.06153e-06
1.2497059e-05,2.0993222e-05,0.9997892,0.000118615164,5.8732545e-05
0.24592339,0.7410492,0.0030356902,0.009831126,0.00016059764
0.018205877,0.9757557,0.00021042359,3.9590677e-06,0.0058240006
0.24312602,0.7539577,0.0026348315,6.3816997e-06,0.00027511976
0.0005459754,0.9948567,0.0016846778,7.162301e-05,0.0028409753
0.759149,0.15206893,0.0796471,0.0034345353,0.005700346
0.015640121,0.9841733,4.757594e-05,5.7485697e-05,8.1455924e-05
0.8446281,0.0872263,0.034049634,0.00029984338,0.033796214
0.47243172,0.015000359,0.39077538,0.1202166,0.0015758487
0.64551795,0.2988691,0.0406895,0.0008298045,0.014093701
0.05725359,0.7462731,0.017448874,0.0010912231,0.17793317
1.5288128e-05,0.999984,3.569873e-09,2.2669993e-09,7.7415854e-07
0.00028981996,0.9995968,2.3123256e-08,3.1359427e-08,0.00011344416
0.7387809,0.029721288,0.17431805,0.056800142,0.0003796886
0.0035808135,0.43435046,0.55893075,0.0004933268,0.0026446017
0.8964036,0.024504978,0.07831485,0.0007174778,5.909308e-05
2.6022642e-05,0.9970687,5.682518e-05,3.7308948e-06,0.0028448098
0.005892225,0.9940851,5.384365e-08,2.333144e-08,2.2658975e-05
0.00439538,0.85948247,0.005712227,4.7453763e-05,0.13036251
0.0005060551,0.99949014,5.9691547e-07,3.7872468e-08,3.1633947e-06
0.0005702229,0.98471826,2.9496248e-05,9.651154e-06,0.014672406
0.110849015,0.889137,9.478556e-06,2.8258464e-06,1.5771401e-06
0.00019013011,0.99919695,2.0011692e-06,2.2271709e-06,0.00060871616
0.0315444,0.96843654,1.4048058e-07,1.692904e-07,1.8769735e-05
0.07974391,0.74332225,0.16187063,0.0011485657,0.013914628
0.0020317067,0.9942992,4.9309583e-06,9.861992e-07,0.0036631369
0.0109414365,0.016493605,0.8562529,0.0053552845,0.11095671
0.04952245,0.8498507,0.064348854,3.5313773e-05,0.036242723
0.038988054,0.94026333,0.016327666,2.1007678e-05,0.00440007
0.022503152,0.003894256,0.97053224,0.0029856516,8.4647116e-05
0.016450983,0.07856464,0.42445686,0.0009554722,0.4795721
0.19518284,0.004861922,0.77760863,0.002442689,0.019903908
0.58398443,0.3681464,0.00012825236,1.0905266e-05,0.04772999
0.00015350794,0.99949944,1.9595484e-06,1.4433448e-06,0.0003437454
0.0051911566,0.0898304,9.3037374e-07,9.440805e-08,0.90497744
1.1852799e-06,0.99851245,3.3058427e-07,1.9370606e-08,0.0014859469
0.6189728,0.286629,0.09306021,0.00095377205,0.00038428785
0.9999137,5.1740542e-05,8.022773e-08,1.6633636e-06,3.2741766e-05
0.014402188,0.7725532,0.052677266,0.0004790507,0.15988837
0.12742187,0.72232485,0.12830004,0.014020882,0.007932361
0.00013168112,1.85631e-05,0.8787848,0.1210643,7.7391627e-07
0.31738156,0.5099464,0.114874564,0.008732449,0.049065076
0.018337635,0.5610795,0.2213952,0.010392679,0.18879502
0.06955017,0.5594664,0.15212496,0.011012669,0.20784582
0.047015548,0.7443413,0.11277947,0.001399674,0.09446401
0.0199039,9.315887e-05,0.97873825,0.00083562604,0.00042907102
0.38009104,0.44800898,0.00021212889,0.00023471616,0.17145316
0.0010039209,0.99895334,1.8476776e-06,1.1239172e-06,3.9805404e-05
0.02111507,0.4886781,0.113090634,0.0003467152,0.3767695
0.029931867,0.96844435,0.0005889457,0.00038963818,0.00064524263
0.08966031,0.0014654007,0.078633465,0.7593925,0.07084835
0.0046401783,0.018689152,0.9740829,0.0010375651,0.0015501993
0.29680207,0.5761351,0.11634054,0.001343123,0.0093791
0.09295484,0.42061958,0.15689126,0.01147493,0.3180594
0.004532611,0.112905025,0.77726305,0.0007374318,0.1045619
0.0006148627,0.9993475,8.928688e-06,1.1009208e-06,2.766278e-05
5.5182966e-08,1.9589386e-06,0.99835974,0.001636782,1.400829e-06
0.53625643,0.07048753,0.39148375,0.0011020452,0.00067018304
0.0015638142,0.6713815,3.4623354e-05,8.069429e-06,0.32701194
0.005184141,0.004780019,0.95961106,0.00020078095,0.030224023
0.39389503,0.60485744,0.001120578,2.5926915e-05,0.00010097424
0.10347866,0.3742571,0.0008145765,0.002199365,0.5192502
6.3670373e-06,7.460789e-05,0.99886876,0.0010216413,2.8539e-05
0.00453686,0.3045572,0.35222015,0.002495748,0.33619007
0.065342724,0.77686316,0.09424017,0.004045425,0.059508517
0.0037588298,2.5846045e-06,0.386308,0.60991997,1.0599506e-05
0.0018033371,0.0017480367,0.73753893,0.25888643,2.3221328e-05
0.22314166,0.7460743,0.022382384,0.00073664455,0.00766493
5.9400565e-05,0.99587727,1.1329717e-05,5.870312e-06,0.004046261
3.792672e-05,2.373836e-06,0.8266249,0.17331246,2.2367056e-05
0.7051644,0.009335078,0.21019086,0.023210349,0.052099396
0.00011147336,0.99883884,8.525524e-05,7.140499e-06,0.0009572839
0.022926645,0.976924,2.595039e-07,7.441811e-07,0.00014831331
0.018886933,0.98034406,3.622392e-05,1.9311003e-05,0.000713446
0.0049077016,0.9950127,5.9565376e-05,5.006003e-06,1.5021196e-05
0.00036132976,0.99960643,6.338699e-07,6.1826165e-07,3.115258e-05
3.37448e-05,0.00012414216,0.9995215,0.000250611,7.008736e-05
0.00014997894,0.8295937,0.09501552,0.00010321762,0.07513743
0.8089279,0.002781736,0.15185446,0.03628733,0.00014858891
0.101234406,0.89375865,0.0040293923,0.0008241173,0.00015342794
2.0374687e-06,0.9998697,7.760765e-08,1.5544817e-08,0.00012810744
0.021963904,0.06303893,0.906092,0.0018740484,0.007031104
0.2555859,0.72992635,0.0017945153,0.00018610794,0.012507089
0.031427745,0.4783498,0.21027422,0.0145468665,0.26540136
8.1435486e-05,0.99985754,5.6288496e-07,7.333095e-08,6.0275226e-05
0.0021516632,0.99753416,3.9209817e-07,4.6245985e-09,0.00031379508
0.002347436,0.4533746,0.54359716,0.00031762852,0.00036310186
0.0033663597,0.99646735,2.1324668e-06,5.425562e-07,0.00016355416
0.00011760411,0.99042237,0.009208844,6.194979e-05,0.00018923508
0.09734885,0.75622773,0.013115194,0.00024978837,0.13305837
0.15928684,0.35232866,0.36511457,0.006577768,0.1166921
0.002621686,0.6961942,0.1956217,7.764177e-05,0.105484754
0.00033323787,0.9970373,5.7680836e-06,9.125663e-08,0.002623536
0.0009430589,0.32106525,6.687273e-06,2.6866783e-08,0.677985
0.001986633,0.20378399,0.7789382,0.00046347867,0.014827832
0.00012016028,0.9998462,5.1001047e-07,2.6877404e-07,3.28851e-05
0.08027239,0.8942997,0.017184166,0.00516371,0.0030800654
0.99257445,0.0073101907,7.7374557e-07,2.8575466e-06,0.00011174915
0.21994318,0.67312354,0.007897187,0.00041379014,0.098622404
0.17249776,0.13380292,0.61891097,0.069752246,0.00503612
0.03035575,0.31408226,0.5999644,0.003069416,0.052528195
0.006006863,0.027183225,0.899684,0.06701728,0.00010858026
0.3198674,0.61987233,0.009149912,0.00048723075,0.050623067
0.9915509,0.00827166,0.00010332526,6.9942245e-05,4.1323833e-06
0.0002716687,0.9826726,0.001282618,3.377439e-06,0.015769748
0.0084170755,0.12629959,0.8459316,0.00059633685,0.018755393
1.3309989e-05,2.6165667e-06,0.9982779,0.0017058938,2.1597609e-07
6.1321225e-05,0.9999354,7.790716e-08,1.2009776e-08,3.213646e-06
0.28960994,0.7090784,1.19422575e-05,2.0228126e-05,0.0012795426
5.2035473e-05,1.5338142e-06,0.6561373,0.3437761,3.3055763e-05
0.10499541,0.8193325,0.0382398,0.0022542516,0.03517809
0.00029252804,0.98075414,4.4893415e-05,1.4472103e-06,0.018907037
0.014522362,0.98496974,7.6928626e-07,2.5320125e-07,0.00050694373
0.0031762961,0.93632054,0.060077175,0.00032713223,9.876112e-05
0.9999869,1.2651624e-05,2.2470996e-09,3.841113e-08,4.9610406e-07
0.046916492,0.4487611,0.24341694,0.0011629413,0.25974253
0.64023995,0.22910365,0.1265377,0.0020922874,0.0020263263
0.0012022201,8.033223e-05,0.9983884,0.00031866936,1.0302706e-05
0.00065815565,0.9901854,1.2043705e-07,3.184758e-08,0.00915632
0.2872905,0.5390818,0.16318634,0.0020965317,0.008344801
0.68109137,0.0010315098,0.20015691,0.11771896,1.2576047e-06
3.2522685e-06,0.9999896,4.3528043e-08,9.765638e-09,7.127983e-06
2.061319e-07,0.99915457,2.216874e-07,4.8335487e-09,0.0008449394
0.020460434,1.76825e-05,0.5974661,0.38205406,1.723181e-06
0.021810528,0.90166986,0.013397915,0.00077356864,0.062348146
2.4351382e-06,0.00010088425,0.99819297,0.0016222965,8.1557344e-05
0.00041123928,0.012809973,0.95925945,0.0005008317,0.027018432
0.0048954654,0.28020456,0.44452673,0.016081607,0.25429165
0.53837276,0.004960074,9.165083e-06,2.8906122e-06,0.45665509
0.008838972,0.9784239,0.00039394433,0.00013167625,0.0122114
0.000981888,0.94413626,0.054113727,3.302631e-05,0.00073520734
0.007843587,0.9920775,3.4919907e-05,3.0078606e-06,4.1072235e-05
0.031070344,0.9673399,6.1114343e-07,2.411325e-07,0.0015889619
