bed_0,bed_1,bed_2,bed_3,bed_4,bed_5
0.001510354,0.00012843341,0.0003295343,0.00042155533,0.01778179,0.9798283
0.01119154,1.3054539e-06,0.005698333,0.0006539791,0.8961412,0.086313725
0.00019917286,8.604045e-07,0.00016345823,0.000967235,0.049337685,0.9493316
0.030525696,4.4757257e-06,0.001589133,0.0013578336,0.40928945,0.5572334
0.001149255,9.060969e-07,6.283453e-05,0.0005670034,0.99821067,9.419046e-06
0.0049804314,1.056743e-06,3.320202e-05,0.0007961223,0.72535104,0.26883817
0.0035933803,3.861249e-08,2.3373698e-06,4.4631313e-05,0.9963586,1.0931935e-06
0.0506363,2.2463666e-05,0.08729399,0.0012264722,0.5491119,0.31170884
0.007937736,8.908601e-07,0.000107410204,0.101806484,0.8826952,0.0074522346
0.12894599,2.6933969e-05,0.26090032,0.0024407536,0.55655736,0.051128674
0.00014079684,1.9423338e-07,2.3796907e-05,0.00015002846,0.99968255,2.6517343e-06
0.0003890971,1.8416534e-08,0.0013277673,0.0059573175,0.0030392432,0.9892866
0.09290821,4.3526275e-06,0.71920735,0.00016704648,0.17697996,0.010733074
7.65551e-06,0.015994806,0.010380818,0.047468197,0.0008818928,0.9252666
0.0049663414,6.0881536e-07,8.472232e-05,0.0005597652,0.9943868,1.7504017e-06
6.849056e-06,7.0196285e-07,0.9989102,0.000133864,0.0009480672,3.2930095e-07
0.0020998355,3.2209593e-07,0.036718953,0.0014683652,0.021141969,0.9385706
0.042015065,5.7481007e-05,0.0022062259,0.029340517,0.9262287,0.00015204314
0.034710556,5.1784027e-06,0.0014642095,0.0007372081,0.88246405,0.08061879
0.016110662,4.4007716e-06,0.93568814,1.6361191e-05,0.024359604,0.023820871
0.023212625,4.2532547e-06,0.0019048473,0.03110381,0.92239165,0.021382825
0.011926524,1.8227698e-05,0.003004585,0.0022366424,0.98279,2.4019639e-05
0.03088497,7.127136e-05,0.0006407129,0.04581135,0.6262419,0.29634985
8.4763e-06,3.408027e-08,4.4326334e-06,1.0566828e-05,0.0029395919,0.99703693
0.0001626514,5.050593e-07,0.99900717,3.58086e-07,0.0008281009,1.1628106e-06
0.01969143,1.09428565e-05,4.6346177e-05,0.0011169941,0.65947515,0.31965905
0.0007460456,0.0003037586,0.6159322,0.0019597576,0.0045610336,0.37649712
0.0062083537,1.6170192e-06,9.696515e-05,0.002413314,0.9895744,0.0017054129
1.0467933e-06,3.0507874e-09,1.5880785e-07,0.00024933464,3.3463493e-05,0.999716
0.027723534,1.6331243e-06,6.6358974e-05,0.0003882258,0.9718178,2.4193303e-06
0.0012200255,6.638324e-07,0.00058927893,0.00036547173,0.9978211,3.4911473e-06
8.298921e-07,2.1465471e-08,8.5391775e-06,0.0037537322,1.9434478e-05,0.9962174
1.4285663e-05,5.1801665e-09,7.254034e-07,2.4483852e-05,0.030605577,0.969355
0.017230539,0.050284445,0.66305184,0.0036577617,0.0071286215,0.2586467
0.001510494,2.825348e-06,0.026462257,0.00021330653,0.9711109,0.0007002431
0.008864345,4.1776707e-06,0.0003744994,0.00064393703,0.85776883,0.13234419
0.008835975,0.00014075206,0.10606398,0.014401473,0.35275486,0.5178029
0.019104771,6.081639e-06,0.05989297,0.0006230337,0.8732296,0.047143437
0.0015550518,1.02711496e-07,1.36039625e-05,0.000114473696,0.9983127,4.0980494e-06
0.21078415,4.2170286e-05,0.20800237,0.0006454195,0.40535593,0.17516996
1.334299e-07,4.0906794e-09,6.573014e-05,6.6535167e-06,1.0122709e-05,0.9999174
6.849056e-06,7.0196285e-07,0.9989102,0.000133864,0.0009480672,3.2930095e-07
1.3738181e-09,1.8017849e-07,0.9999943,1.2780852e-08,5.4926927e-06,4.669478e-09
0.020717856,7.927051e-06,0.0028221852,0.027466156,0.5301427,0.41884312
0.019228188,2.8602228e-05,0.103217185,0.0014895992,0.2319981,0.6440383
0.0102551915,0.00058809906,0.07178438,0.00037420052,0.91689897,9.910732e-05
0.0161445,1.157266e-05,0.04554178,0.029652191,0.10516648,0.8034835
0.0011381981,1.1431754e-07,2.9877296e-05,0.0038760675,0.9940492,0.00090650225
0.03712332,1.1020957e-05,0.11394438,0.002429775,0.41430417,0.43218726
0.00025703522,6.3288354e-08,4.5074485e-06,0.0004986506,0.024581395,0.97465837
2.5268726e-05,2.0470772e-05,0.0013573068,0.00018167146,0.000815534,0.9975998
0.00025378526,2.5252355e-06,0.70590466,0.00011752645,0.057028137,0.23669335
0.0019561334,2.9565072e-05,0.49442208,0.00052534696,0.03188395,0.4711829
6.163984e-12,9.490017e-11,1.0,5.034667e-13,3.8414547e-09,1.84797e-12
0.0009208404,0.108858876,0.806446,0.00728425,0.009545712,0.06694426
0.00059199106,1.0027537e-07,6.529684e-05,0.00124085,0.0629406,0.9351612
9.510206e-05,3.3299798e-07,2.082802e-06,0.0014701488,0.027269766,0.97116256
0.0031581516,1.3947115e-06,2.9099832e-05,0.00017657073,0.65253717,0.3440976
0.00044699482,2.3780909e-05,0.9841285,7.0950184e-05,0.013736212,0.0015934657
0.028623065,6.916421e-05,0.0013486432,0.08589608,0.8831731,0.00088997633
0.008267463,2.7689402e-06,0.024829324,0.030385412,0.74486804,0.19164692
0.0082656145,5.2331015e-05,0.004916893,0.009103491,0.9775939,6.7863344e-05
0.014826318,2.4701344e-06,5.1624284e-05,0.00017336992,0.5669949,0.41795126
0.00011122535,1.4824044e-06,9.110607e-06,0.00036351554,0.031733148,0.9677815
0.000555929,2.8601887e-06,7.224762e-05,0.0008316067,0.20986336,0.788674
0.000776801,0.0036321112,0.801205,0.0019724288,0.010732622,0.18168119
1.9954134e-06,0.0031258531,0.0058208606,1.4609843e-06,1.1883809e-05,0.99103796
0.00035126752,1.3883917e-07,9.831609e-05,4.435716e-05,0.14601536,0.8534906
0.0033507159,7.79084e-06,0.103491604,0.0007762814,0.058551352,0.83382225
0.02611441,2.7211654e-05,0.006149034,0.0023817872,0.80526507,0.16006252
0.007042904,1.5838282e-07,6.519833e-05,0.00057151064,0.5328102,0.45951003
8.9027846e-05,2.0062397e-07,0.0047505065,3.1756072e-06,0.015663888,0.9794932
8.1029364e-05,9.78088e-07,0.0022179426,2.362012e-05,0.011986693,0.98568976
0.0054955045,5.9586973e-06,0.00052186253,0.0008157836,0.45128205,0.5418789
0.010501401,1.2795538e-06,8.720649e-05,6.583181e-05,0.9788261,0.010518179
0.00051556877,1.2028839e-07,0.004612155,0.007070858,0.010044771,0.9777565
6.4754417e-12,5.132296e-08,1.0,4.8772634e-13,5.2225895e-09,2.3540211e-11
0.00024190413,1.8830046e-06,0.00039299007,6.8725254e-05,0.25672993,0.74256456
0.04778573,2.314443e-06,0.00013925643,0.00062108244,0.951445,6.5464633e-06
0.001405041,1.1345498e-05,0.00022171535,0.0001982429,0.6567603,0.34140337
0.025519455,1.0754009e-05,0.0010718704,0.0035449653,0.4028534,0.5669995
0.053790163,3.864166e-05,0.450781,0.012406068,0.48136398,0.0016201034
0.00038670583,2.382481e-08,8.714978e-06,0.00020420308,0.14406194,0.8553384
0.027863553,1.0673726e-06,0.00031973497,0.0006405888,0.97117114,3.9004235e-06
0.01987007,4.361331e-05,0.19717942,0.41445687,0.3606255,0.007824504
0.0043320972,7.536183e-07,0.012130853,0.9723674,0.0110123465,0.00015660613
0.0029477633,1.823312e-06,0.00010084104,0.00035306797,0.92608106,0.07051546
0.0107162185,5.9090025e-06,0.010597317,0.0051238234,0.271324,0.7022327
0.016475823,9.030162e-06,0.003242463,0.017953271,0.9622589,6.0531445e-05
0.06171006,5.494001e-05,0.11862813,8.842848e-05,0.80127,0.018248424
0.025519455,1.0754009e-05,0.0010718704,0.0035449653,0.4028534,0.5669995
0.0052035176,1.0501715e-05,0.047000308,0.001093632,0.94665015,4.1919095e-05
0.026325878,1.0689548e-05,0.0014743439,0.0007383744,0.97136253,8.826829e-05
5.0236682e-05,7.9732297e-07,6.598007e-06,0.00040335313,0.0074748076,0.9920642
0.009423841,4.5452416e-06,0.00090097,0.0011514035,0.9787673,0.009752001
0.0376071,0.005003856,0.009176922,0.0011139384,0.6157314,0.33136678
0.034623146,0.00024377678,0.027123315,0.0001174262,0.5177469,0.42014542
0.00021353892,0.22124511,0.5534647,8.223353e-05,0.0035402994,0.2214541
0.44087872,2.223988e-05,0.09577442,0.00069555687,0.46247602,0.0001529937
0.016136143,5.594884e-06,1.368211e-05,0.15120335,0.8173255,0.015315765
0.04569628,7.7466375e-06,0.009209561,0.037215218,0.84465396,0.06321727
0.07753448,0.0006734036,0.06441959,0.056203406,0.38777438,0.41339466
6.849056e-06,7.0196285e-07,0.9989102,0.000133864,0.0009480672,3.2930095e-07
0.007987307,1.5770714e-06,0.82747036,0.0018521264,0.16211644,0.00057223794
0.010096205,7.7050754e-05,0.008365671,0.23727845,0.6550523,0.089130305
0.0041365456,7.328087e-07,0.0057419487,0.015746765,0.050368216,0.9240058
0.018088024,1.6864748e-05,0.05567589,6.9927904e-05,0.8465911,0.07955813
0.0006340119,2.7178562e-08,4.3254988e-07,0.000374198,0.7803011,0.2186902
0.00014079684,1.9423338e-07,2.3796907e-05,0.00015002846,0.99968255,2.6517343e-06
0.00035677874,4.7793993e-08,0.0015144785,1.0593848e-05,0.011539519,0.9865785
0.000110291,4.447076e-06,0.00215104,5.0445564e-05,0.034587577,0.96309614
0.04317998,2.716318e-06,0.00020723055,0.00043318162,0.9560734,0.00010352652
0.005355089,2.432248e-05,0.8192759,6.448164e-05,0.01559514,0.15968509
0.027859006,1.2523427e-05,0.00036793223,0.09874127,0.80831933,0.06469987
0.0041763233,1.0592158e-05,0.029941082,0.00028057216,0.43681222,0.52877927
0.01221629,2.9083592e-06,0.00019730546,0.0001115164,0.9862937,0.0011783631
0.031137083,6.4783644e-06,0.0011697334,0.0018337591,0.91191554,0.053937376
0.0072738607,6.184818e-07,2.7792401e-05,4.477647e-05,0.98318523,0.0094677415
0.009385155,1.9582344e-06,0.0012526793,0.017244902,0.08204549,0.8900698
0.05268073,1.1324927e-05,0.40754464,0.000817701,0.5007488,0.03819682
0.033413224,4.584979e-06,0.016904153,0.0010619838,0.94856906,4.6927795e-05
0.014810338,2.1411259e-05,0.69148046,0.016360512,0.2535072,0.023820076
0.08660161,5.5657215e-06,0.028913165,0.0035571312,0.87908125,0.0018413579
0.10962151,4.7635378e-05,0.23744997,0.00024868533,0.25790852,0.39472368
0.00021986468,0.08530574,0.9009644,6.794936e-05,0.003858595,0.009583465
0.00073729205,2.2821418e-07,0.00044180205,0.0025339716,0.073041014,0.9232457
0.00032105416,3.7071423e-08,2.9374473e-06,0.00028545508,0.03831348,0.96107703
0.029916974,5.595886e-06,0.013269117,0.0018353061,0.56812805,0.38684505
0.0019791645,4.4702415e-06,0.000105615436,0.0029088364,0.92839104,0.06661086
0.9497773,8.3172445e-08,3.9415063e-06,1.9564372e-05,0.050174527,2.4447045e-05
0.020939814,7.4403456e-06,0.00029349435,0.00013758361,0.5062877,0.4723339
0.13494785,5.4145275e-06,0.50375354,8.085072e-05,0.35808042,0.003131957
0.009385155,1.9582344e-06,0.0012526793,0.017244902,0.08204549,0.8900698
0.005438861,1.2430391e-07,4.635479e-05,0.00017816458,0.9943257,1.0758265e-05
0.0014403776,1.0657589e-05,0.83524245,0.00026386807,0.067761764,0.09528094
0.00072056305,0.02624994,0.9271491,0.0009545281,0.003914541,0.041011307
0.02705847,2.5256604e-06,0.00016496971,0.0020028993,0.9643977,0.006373413
0.032027964,1.9715057e-05,0.03637704,0.076539434,0.8215439,0.03349193
0.0076886993,1.5345898e-07,6.701465e-05,0.00021201519,0.9827931,0.009239021
0.0020998355,3.2209593e-07,0.036718953,0.0014683652,0.021141969,0.9385706
0.0016886223,4.7734975e-06,3.4877306e-05,0.00049218704,0.052644365,0.9451352
0.0021326975,4.4930503e-06,0.96353215,0.00018806392,0.032108363,0.0020342288
0.00016122269,3.2774748e-05,0.04120396,0.0004993158,0.0017759487,0.9563268
0.0016490734,3.722872e-05,0.0003694445,0.0013498866,0.32714605,0.6694483
0.0113592325,7.713835e-06,0.00074691186,0.05119663,0.88802177,0.048667733
0.0030915427,6.378417e-07,0.00039376292,0.007145704,0.9458705,0.04349775
0.008601438,3.9543693e-06,0.0971825,0.08078439,0.77695036,0.036477353
0.0005313835,5.740666e-05,0.3248433,3.1620988e-05,0.047024015,0.6275124
0.011974068,0.00011926322,0.008930874,0.048184942,0.9307241,6.675727e-05
0.00023322503,3.5362035e-07,2.5241313e-06,0.0028203214,0.0899556,0.9069879
0.028971987,0.00034624105,0.00015855441,0.047436405,0.90550506,0.017581714
0.00020527391,5.769613e-08,2.1285487e-06,0.002738735,0.026431447,0.9706224
0.01629327,2.235625e-06,7.363813e-05,0.0001111398,0.21208696,0.7714327
0.00071889133,2.3995845e-08,4.0058108e-06,0.00011813609,0.5232234,0.47593555
0.0016861139,1.6041307e-06,0.0003348382,0.033645462,0.012071293,0.9522607
0.000724613,3.7131542e-06,0.85193664,7.1575145e-05,0.09871569,0.048547707
6.158288e-05,1.6165341e-08,1.853607e-05,0.001145837,0.00018925715,0.99858475
0.0035396374,7.935325e-07,0.00016750819,0.004505783,0.99099296,0.00079333276
0.0006320609,0.004121099,0.8834665,0.0004342399,0.012099439,0.09924667
0.0051091216,6.967089e-06,0.023653543,0.00034161526,0.6152169,0.3556718
0.00040951322,2.4012257e-05,0.862997,0.00013908227,0.013177322,0.12325304
0.026372135,1.077463e-06,0.10400999,0.009334125,0.8158475,0.04443523
0.027961584,4.645105e-06,0.0038550985,0.00022791744,0.94917756,0.018773168
0.00043170713,7.752293e-07,5.103458e-06,0.002988824,0.15715967,0.839414
0.004068162,3.2556203e-05,0.5012864,0.00046327198,0.061694067,0.43245548
0.040081654,8.48836e-06,0.69231015,0.0014253923,0.24432006,0.021854244
0.0011306629,3.1301354e-08,9.039244e-06,0.0001223667,0.9014913,0.09724664
0.002991952,0.010596421,0.83353627,0.0066959118,0.029218666,0.116960734
0.020717856,7.927051e-06,0.0028221852,0.027466156,0.5301427,0.41884312
0.0153407715,3.102796e-07,4.5765155e-06,4.3002736e-05,0.9846111,2.0221495e-07
0.0021904572,2.5712895e-06,0.00066982745,0.0003350538,0.9528711,0.043931067
8.9184e-05,1.9071061e-06,0.015960315,0.00025261412,0.023678467,0.9600175
0.0108919265,3.673118e-05,0.031209858,0.0009869569,0.17816074,0.7787138
0.0058546956,3.4423936e-06,0.9047588,0.0005112274,0.08740376,0.0014680747
0.0013651209,5.8109606e-07,0.015045394,0.00079566106,0.024257027,0.95853627
0.003189087,5.410497e-06,6.400822e-05,0.0002779614,0.29168496,0.70477855
0.025195435,0.00013962477,0.00048098824,0.0073106163,0.79978466,0.16708864
0.002783826,2.5519756e-07,8.482335e-06,1.3833167e-05,0.65372837,0.34346518
0.0018672652,0.00012733976,0.7828644,0.00935408,0.03379232,0.1719945
0.0055602696,9.589777e-06,0.22739261,0.003936493,0.52800804,0.23509303
0.003986161,8.171817e-06,0.9489773,0.00018319055,0.045102045,0.0017432404
0.0047014854,4.4870822e-07,0.00042089217,0.01322098,0.97814274,0.0035134407
0.0067188838,3.0577084e-07,0.047038686,0.0017154776,0.40441576,0.5401108
7.85308e-05,5.2045543e-06,0.059898406,0.00018104499,0.016709892,0.923127
0.024449348,1.8089118e-07,4.2726573e-05,6.424204e-05,0.97544086,2.7026153e-06
4.358323e-06,1.4631971e-05,0.023861313,1.40348675e-05,0.00036023647,0.9757454
0.01423434,2.2642898e-06,0.0014079276,0.0005541655,0.66830176,0.31549948
7.3733395e-06,5.743546e-06,0.9997259,6.870065e-05,0.00018935383,2.95987e-06
0.00037734697,2.2737806e-08,2.0624323e-06,8.220232e-06,0.9996117,6.763787e-07
0.0018949176,1.6914254e-07,0.00022781042,9.174279e-05,0.9977457,3.9583516e-05
0.00054092787,2.660219e-06,1.5515106e-05,0.000119753255,0.067249045,0.9320721
0.000435946,7.149537e-06,0.0014113252,0.5112559,0.08692042,0.39996922
1.8246639e-06,1.2919777e-08,3.0949268e-05,1.7220548e-06,4.9064427e-05,0.99991643
0.0107162185,5.9090025e-06,0.010597317,0.0051238234,0.271324,0.7022327
0.00080785964,1.8623613e-06,0.35902032,0.00038596828,0.13392754,0.5058565
7.6569495e-06,6.3699592e-09,5.1507885e-07,2.0098512e-06,0.0025720096,0.9974178
9.130918e-08,2.6212115e-06,0.9999927,1.1775333e-08,4.5884603e-06,4.407228e-08
1.0010892e-06,1.00178795e-05,0.99986625,1.2345991e-08,0.0001226455,1.6221605e-07
0.00081798417,2.4071831e-05,0.0012031359,0.0051194495,0.1788778,0.81395763
0.015399037,5.3128483e-06,0.0150836725,0.15590735,0.42295542,0.3906492
0.0019868296,1.4830724e-07,9.009274e-06,0.00015549145,0.99784815,3.6805068e-07
0.0065314444,1.6191994e-05,0.13108143,0.0074045593,0.053325295,0.8016411
0.0091586355,1.8146965e-06,0.34654313,0.0002120875,0.4826215,0.16146277
0.026013495,2.7733016e-05,0.6751111,0.013536262,0.27921358,0.006097765
1.6919922e-06,3.6723677e-08,0.00033387518,5.706579e-05,0.00051267823,0.9990947
0.010535209,4.4508524e-06,0.009688288,0.0006057918,0.1071741,0.8719922
0.022260202,0.024808722,0.010438111,0.0056434856,0.01097056,0.925879
0.0034433412,5.935284e-07,0.00042022113,0.00088691816,0.5009664,0.49428242
0.0053164545,8.801654e-08,6.444032e-05,0.0029921802,0.4885737,0.50305307
0.0035389403,5.7911225e-06,0.015032064,0.001829211,0.15468597,0.8249081
0.0010911009,9.203482e-06,4.7123507e-05,2.9450803e-05,0.0054108636,0.9934123
0.11088232,0.00020258766,0.06414334,0.0028454626,0.6967307,0.12519564
0.007105557,0.0026038047,0.73669887,0.0006187575,0.2378798,0.015093221
0.011404169,2.3167624e-06,0.8022271,0.0012628068,0.1795773,0.0055262703
0.0002674523,0.16318579,0.5495965,0.00012667116,0.0030198805,0.2838037
0.029719124,7.6941757e-07,3.619239e-05,0.00035612,0.9698869,8.7213544e-07
0.0005521847,1.8184846e-06,9.372728e-05,0.00079623825,0.12970991,0.86884606
0.2106604,2.6097361e-05,0.089332074,0.009898464,0.6900703,1.2741893e-05
0.03415256,1.4833747e-06,0.6142502,0.0076523987,0.32936472,0.014578774
