,chair_0,chair_1,chair_2,chair_3,chair_4,chair_5,chair_6,chair_7,chair_8,chair_9,chair_10,chair_11,chair_12,chair_13,chair_14,chair_15,couch_0,couch_1,couch_2,couch_3,couch_4,potted_plant_0,potted_plant_1,potted_plant_2,potted_plant_3,potted_plant_4,bed_0,bed_1,bed_2,bed_3,bed_4,bed_5,dining_table_0,dining_table_1,dining_table_2,dining_table_3,dining_table_4,dining_table_5
0,0.009095985442399979,0.0004596665676217526,0.004199805669486523,0.0010383061598986387,0.00010030547855421901,0.0008798055350780487,8.990705850919767e-07,0.7786176204681396,6.964916792639997e-06,3.5339242458576337e-05,0.0009725440759211779,1.4936637171558687e-06,0.1936485469341278,2.3750932086841203e-05,0.00016184199193958193,0.01075715385377407,0.0007046135724522173,0.009080247953534126,0.9810718894004822,0.008993355557322502,0.00014993222430348396,8.459928153570218e-07,0.02315554954111576,0.006427749525755644,0.9703733921051025,4.245242598699406e-05,0.0065043927,0.0011829112,0.33009014,0.042232852,0.23122104,0.3887686,0.96233535,0.01320485,0.00043468608,0.020334167,0.0005555217,0.0031354534
1,2.669326704562991e-06,1.07461737286485e-08,7.262160206522594e-09,0.0044775307178497314,7.706772464644018e-08,0.0003296213399153203,2.250722097585367e-08,1.3100668638799107e-06,3.552273119566962e-05,0.003090041456744075,1.3093092832150433e-07,1.7066055235659405e-08,0.007202133536338806,0.2323516309261322,3.6499013731372543e-06,0.7525056004524231,0.8229389786720276,0.06856244057416916,0.046740129590034485,0.00276206829585135,0.058996349573135376,0.00427252659574151,0.38204070925712585,0.10042011737823486,0.4767366647720337,0.036529961973428726,0.02327905,0.0002973732,0.87056655,0.00065738906,0.022728875,0.08247076,0.6800032,0.07365599,0.001097368,0.24157585,0.0018030289,0.0018646255
2,0.0007970129954628646,0.00017370244313497096,0.0007551139569841325,9.509271330898628e-05,0.0002451803593430668,9.557944395055529e-06,1.091075432668731e-06,0.0031567327678203583,5.439316623778723e-07,1.0152426511922386e-05,6.755415961379185e-05,0.5736036896705627,0.0024742118548601866,1.433546822227072e-05,0.4185953736305237,6.331230224532192e-07,0.9902978539466858,0.00044250054634176195,0.0061378781683743,0.0016730043571442366,0.0014487092848867178,9.880808171658373e-09,5.12904989591334e-05,0.0008032486075535417,0.9991449117660522,4.6351112814591033e-07,0.0005205996,0.21263812,0.7786385,0.00043798267,0.0015025375,0.0062622987,0.972936,0.006805862,0.0011557206,0.018088799,0.0003203973,0.00069325906
3,8.943445209297352e-06,0.3879935145378113,5.7379795180168e-05,8.348515621037222e-06,0.003945720847696066,8.380075450986624e-05,1.548674663354177e-05,0.0019439640454947948,1.0041634595836513e-05,0.0005059858085587621,0.11915528774261475,0.469112366437912,0.012846187688410282,6.68675568249455e-07,0.00418798066675663,0.00012453252566047013,0.31722987,0.26680368,0.38265485,0.00966145,0.023650073,0.0012949823,0.84726757,0.088314295,0.0036229596,0.0595003,0.00018197531,0.001473114,0.37336066,0.0016221805,0.0010498165,0.62231225,0.24779788,0.00010105658,7.793197e-06,0.7513686,0.00070424046,2.0537962e-05
4,0.0006560913752764463,5.660960482600785e-07,0.006034443620592356,0.014651922509074211,0.0001805880747269839,0.000167950100149028,7.409668434377181e-10,0.0001664039446040988,2.4960078008007258e-05,9.84854887065012e-06,0.009434093721210957,1.70908634800071e-07,6.485386256827042e-05,6.307775635150392e-09,1.9466309822746553e-05,0.9685885906219482,0.6956760883331299,0.0005939829861745238,0.299380898475647,0.0032000411301851273,0.0011489195749163628,0.0012932009994983673,0.1719796508550644,0.2860836386680603,0.5133758783340454,0.027267644181847572,2.3096358e-05,0.018026473,0.8855429,0.00025230425,0.000812714,0.09534242,0.90823406,0.015201638,0.060610417,0.007965597,0.0011344132,0.006853804
5,0.0016947882249951363,0.20981493592262268,0.0012978638987988234,0.00039232682320289314,0.1447492390871048,0.0007715194951742887,0.0010159685043618083,0.008247106336057186,0.00012828833132516593,0.0023198965936899185,0.28499943017959595,0.23173660039901733,0.008727818727493286,0.04774227738380432,0.05617279186844826,0.0001891050487756729,0.37219623,0.018898204,0.29861137,0.28283128,0.027462846,3.2566286e-06,0.0040621227,0.035110362,0.9608078,1.6474925e-05,0.000373645,0.00019283661,0.76776326,0.0056802914,0.006307749,0.21968226,0.6884576,0.026308663,0.009065766,0.26073292,0.0085095735,0.006925479
6,0.005322085693478584,0.05677641183137894,6.282231765908364e-07,2.191836074416642e-06,0.012808275409042835,0.04757571965456009,3.1583174859406427e-05,0.0013074517482891679,6.185781330714235e-06,0.00027430738555267453,0.0006410443456843495,0.001955478684976697,0.0010055584134534001,0.8722656965255737,2.1520483642234467e-05,5.8264863582735416e-06,0.43615105748176575,0.44813665747642517,0.07444854825735092,0.0009584325016476214,0.04030531644821167,0.0028258967,0.0020987769,0.008637029,0.0029699414,0.9834683,0.010548965,0.0019397935,0.073487915,0.27479556,0.17060924,0.46861848,1.846323e-05,1.0106575e-08,1.308825e-10,0.9999813,2.1003363e-07,2.5757e-08
7,5.179637355468003e-06,7.385014032479376e-05,6.878333806525916e-05,0.060203153640031815,6.807144359299855e-07,8.013535989448428e-05,3.71735247028937e-08,3.7836355204490246e-06,2.7680653147399426e-05,0.008452676236629486,0.00042007272713817656,1.098131363619359e-07,0.0002714895235840231,2.561566780912017e-08,1.375133365399961e-06,0.9303910136222839,0.255117267370224,0.46629154682159424,0.19097766280174255,0.07278848439455032,0.01482512429356575,0.0041640694,0.17457211,0.021658171,0.64058477,0.15902092,2.3096358e-05,0.018026473,0.8855429,0.00025230425,0.000812714,0.09534242,0.90823406,0.015201638,0.060610417,0.007965597,0.0011344132,0.006853804
8,9.319341188529506e-06,0.5319299697875977,2.2609927263772533e-09,1.5006347894086502e-05,0.007813340052962303,0.45557865500450134,1.4812907238592743e-06,0.00011320123303448781,1.5230536973831477e-06,7.211872343759751e-07,2.7185089493286796e-05,6.83017651681439e-06,0.0044772084802389145,2.3932007024995983e-05,1.400436389076276e-07,1.4409617961064214e-06,0.0793628990650177,0.19949206709861755,0.5082747936248779,0.016069721430540085,0.1968006044626236,0.0006331665790639818,0.002055623335763812,0.0016221837140619755,0.00045117546687833965,0.9952378273010254,0.036447916,0.003847639,0.10036501,0.35842195,0.19559705,0.3053204,0.24322297,0.014244294,0.0032752955,0.5195337,0.21346103,0.0062626977
9,0.00038531480822712183,0.0008906578877940774,0.0004109922447241843,0.2922973930835724,0.0007893737638369203,0.0058083366602659225,0.00010810729145305231,0.004342164844274521,8.80290554050589e-06,0.0014635658590123057,0.003388304030522704,2.2535758034791797e-05,0.5259848237037659,0.003135483479127288,0.13777044415473938,0.023193703964352608,0.887408971786499,0.08602922409772873,0.020898176357150078,0.0020363840740174055,0.0036271079443395138,0.0034143286757171154,0.4655563533306122,0.00026954495115205646,0.0560111440718174,0.4747485816478729,0.0004740595,1.2111064e-05,2.0424493e-05,0.016899375,0.025900822,0.9566933,0.2696098,0.689258,0.006370549,0.028447183,0.0024423304,0.003872143
10,0.05503186210989952,9.11157185328193e-05,0.01533790584653616,0.13496479392051697,1.3644312275573611e-05,0.0033651627600193024,2.76911050605122e-05,0.20040394365787506,1.478600734117208e-05,1.4513550013361964e-05,0.01275537721812725,0.0002857732179109007,0.060294125229120255,0.0015641208738088608,0.513992965221405,0.0018421502318233252,0.34778407,0.63969034,0.00505543,0.0018950858,0.005575098,0.0035658388,0.045531437,0.0044690506,0.20743728,0.7389964,2.400985e-05,1.4998108e-07,0.00015109105,0.99847,0.00017225085,0.0011825443,0.110839225,0.28946576,0.0068563125,0.23446755,0.14610481,0.21226634
11,0.0001782628387445584,5.683078452278778e-09,5.641025927616283e-05,1.1325198556733085e-06,0.0006242061499506235,2.510305876057828e-06,9.44433628524699e-11,5.707751824957086e-06,2.328420301012102e-08,8.301732634663495e-09,0.0016644528368487954,0.017644280567765236,1.678119900816455e-07,1.5406270703621772e-09,0.9798228144645691,7.05285287949664e-08,0.032187122851610184,0.6574705243110657,0.26428642868995667,0.005824182648211718,0.04023170471191406,1.6386311e-06,2.3067527e-05,0.99901843,1.4011532e-06,0.0009554999,1.667017e-06,0.016344033,0.00066602515,2.753795e-05,0.0002633295,0.9826974,0.04702745,0.00075273955,0.937562,0.0023682772,0.00011204454,0.012177502
12,0.0037630980368703604,0.04756525531411171,0.0007509848801419139,0.08654537051916122,0.006307333707809448,0.2977985739707947,0.00022371472732629627,0.002046640031039715,0.00014007603749632835,0.017797235399484634,0.5207651257514954,0.0003051862877327949,0.005418109241873026,0.0028832799289375544,4.351557436166331e-05,0.0076464698649942875,0.771314263343811,0.04995202273130417,0.081937775015831,0.00463753892108798,0.09215839952230453,5.469252937473357e-05,0.21455895900726318,0.07246551662683487,0.7124937176704407,0.00042713453876785934,0.0008567685,0.001919473,0.86609036,0.0045968983,0.030889552,0.09564685,1.846323e-05,1.0106575e-08,1.308825e-10,0.9999813,2.1003363e-07,2.5757e-08
13,4.373326737550087e-05,5.167405561223859e-06,0.0001073714010999538,6.506162662844872e-06,0.005813350901007652,6.629681593040004e-05,3.236115162508213e-07,0.006083764601498842,2.535024634653382e-07,1.8275875845574774e-05,0.025853298604488373,0.00013832196418661624,8.157837146427482e-05,5.173884431997067e-08,0.9617462754249573,3.536730582709424e-05,0.6139389276504517,0.09741882979869843,0.20318478345870972,0.07927495241165161,0.00618250947445631,9.50836067659111e-07,6.74150578561239e-05,0.19448979198932648,0.8054396510124207,2.2046672256692545e-06,3.8040415e-07,1.2486403e-05,3.4649356e-06,6.697744e-06,4.2982902e-07,0.9999765,0.63402796,0.016346544,0.00041732422,0.33864594,0.0015687081,0.0089934785
14,0.02415003441274166,0.04779260233044624,0.009478461928665638,0.21340838074684143,0.09606466442346573,0.0013857827289029956,1.9073764633503743e-05,0.1313541680574417,4.552363679977134e-05,0.0007149344892241061,0.1810465306043625,0.24330292642116547,0.0063155535608530045,0.019605325534939766,0.02509334869682789,0.0002226227370556444,0.016945455,0.8403404,0.0061325957,0.00017241774,0.1364092,2.2414722e-05,0.028037585,0.9292036,0.033357922,0.009378482,0.005996368,3.050987e-05,0.47741675,0.0051488085,0.0010506173,0.5103569,0.051654134,0.35448644,0.0010044485,0.5435951,0.044072025,0.0051879105
15,0.0034254896454513073,2.3623741071787663e-05,2.8886066502309404e-05,0.023783696815371513,0.013640964403748512,0.08646074682474136,7.053920114685752e-08,0.000739982002414763,0.007090246770530939,0.008233427070081234,0.0003626486286520958,6.892662349855527e-05,0.030628405511379242,0.7280457615852356,0.0004524266696535051,0.09701471030712128,8.377776975976303e-05,6.011030563968234e-05,0.9617627263069153,0.03808320686221123,1.0240707524644677e-05,0.016819337382912636,0.01546387653797865,0.13808178901672363,0.018258780241012573,0.8113762140274048,8.866962e-06,7.125406e-05,0.015225735,0.0001362198,5.6306373e-05,0.98450154,0.24506775,0.64960116,0.0001655982,0.085133225,0.017956847,0.0020754165
16,4.61574672954157e-05,2.405424538665102e-06,1.3002633636460814e-07,0.00019870081450790167,0.00010349894728278741,0.009933511726558208,0.0043878620490431786,1.6138394130393863e-05,0.00039992519305087626,6.2239946601039264e-06,1.984696791623719e-05,3.2300713428412564e-06,0.003995805513113737,0.9736393690109253,7.449266377079766e-06,0.007239766418933868,0.9749121069908142,0.0007482983637601137,0.0062843626365065575,9.066385973710567e-05,0.017964530736207962,0.0018616367597132921,0.6529802083969116,0.027231188490986824,0.3086016774177551,0.009325221180915833,0.0004740595,1.2111064e-05,2.0424493e-05,0.016899375,0.025900822,0.9566933,0.27557805,0.019377382,0.0033987046,0.67877865,0.012042555,0.0108245155
17,0.21744771301746368,1.1147174518555403e-05,5.2476687415037304e-05,0.0003307840961497277,0.00010847744852071628,2.304721647305996e-06,1.162771767759807e-09,0.7621636390686035,2.033048573935048e-08,1.9765518288750172e-07,3.1861578463576734e-05,0.0008148209890350699,0.010453782044351101,1.4204001672624145e-06,0.008563753217458725,1.7550068150740117e-05,0.9837964177131653,0.012110824696719646,0.0007219836697913706,0.00010969849972752854,0.003261163830757141,0.003011069,0.13461114,0.02289649,0.06351924,0.775962,0.0004740595,1.2111064e-05,2.0424493e-05,0.016899375,0.025900822,0.9566933,0.9925056,0.0042906385,0.0031360537,4.4095454e-05,2.0098716e-05,3.4511593e-06
18,0.0022484613582491875,3.406671167383024e-09,5.4900901602650265e-09,0.009430579841136932,5.383053121477133e-06,0.0016663633286952972,2.3865893636343394e-11,3.6208155052008806e-07,2.13155090023065e-06,7.004673534538597e-06,3.440522311493055e-09,2.2250341658036632e-07,0.0014024734264239669,0.9852175116539001,2.240261132158139e-08,1.9458688257145695e-05,4.591052493196912e-05,6.143993959994987e-05,0.980502188205719,0.01938035897910595,1.0113617463503033e-05,0.09316307306289673,0.028843678534030914,0.0010216647060588002,0.00026841313228942454,0.876703143119812,5.5539975e-05,2.3696894e-07,0.00025471344,0.9972211,0.0003705514,0.0020978057,0.24506775,0.64960116,0.0001655982,0.085133225,0.017956847,0.0020754165
19,0.00010207160812569782,0.02545466646552086,6.335594662232324e-05,0.0014912296319380403,0.7500751614570618,0.0005579442949965596,8.658417414153519e-07,0.00010308508353773504,0.0008320860797539353,0.0014668023213744164,0.00019913649884983897,8.118230994114128e-07,0.2112799733877182,4.9539408792043105e-05,0.0036597985308617353,0.004663438070565462,0.6657559275627136,0.04802500084042549,0.17491143941879272,0.027065444737672806,0.08424220234155655,1.875004841167538e-06,0.04023284092545509,0.039842527359724045,0.9198858141899109,3.696169369504787e-05,4.930968498229049e-05,0.00023566480376757681,0.0029643045272678137,0.12241636961698532,0.0390351228415966,0.8352992534637451,0.63402796,0.016346544,0.00041732422,0.33864594,0.0015687081,0.0089934785
