name,chair_0,chair_1,chair_2,chair_3,chair_4,chair_5,chair_6,chair_7,chair_8,chair_9,chair_10,chair_11,chair_12,chair_13,chair_14,chair_15
GhiYGkLXkEls9Q0.jpeg,5.396239885158138e-06,1.2671166587097105e-06,0.00015793046623002738,1.8726655071077403e-07,0.7251494526863098,0.0023281951434910297,8.400783180206872e-09,0.09862539917230606,5.355126972972357e-07,3.109649696853012e-06,0.09447689354419708,0.00029462287784554064,0.0037780646234750748,6.89609578330419e-07,0.0744636058807373,0.0007145946146920323
QDuAqLBxi9zlgOh.jpeg,0.02085324563086033,6.73003270890149e-08,9.349799157121197e-09,5.48440737269118e-10,2.4616194423288107e-05,3.466138423391385e-06,1.1380304251046303e-12,0.0006849677884019911,3.1967435643043274e-11,5.2196781619162635e-11,1.0209640777247841e-06,0.02615867368876934,1.0549558282946236e-05,9.775768639030957e-09,0.952263355255127,4.22238732866731e-09
AfbIhkxD1cgtkMT.jpeg,0.4939994812011719,3.611058616570517e-07,0.008578138425946236,0.0004806065699085593,0.0004771760432049632,4.575863931677304e-05,2.936431930944394e-10,0.0028257931116968393,3.1605363659537034e-08,4.454735176295799e-07,0.00014617147098761052,0.14932529628276825,1.1743680261133704e-05,8.029076070670271e-07,0.34410667419433594,1.5092483636180987e-06
qxDErSiO3msP6Mh.jpeg,2.7163652703166008e-05,1.9799232120476518e-07,8.213272667489946e-05,4.732956313091563e-06,1.2628982403839473e-05,3.5183718409825815e-06,1.9657446781451426e-09,8.149685527314432e-06,5.667278202281523e-09,8.332549583656146e-08,1.1209966032765806e-05,0.0004509307036641985,4.280198481865227e-06,2.436411250528181e-07,0.9993946552276611,3.780591484314755e-08
tirBs5gf1WiOkVx.jpeg,0.00021114836272317916,0.0044413162395358086,1.5451480066985823e-05,0.00047833373537287116,0.0006987167289480567,0.3418114185333252,0.00031308832694776356,0.00039649850805290043,1.7338074030703865e-05,1.6604786651441827e-05,0.015462342649698257,0.052675843238830566,0.0001514036557637155,0.0006145054940134287,0.5825797915458679,0.00011616373376455158
64LHOryd6mOJ5e3.jpeg,8.801288640825078e-05,6.231479346752167e-05,8.432919003098505e-07,4.2511492210906e-05,1.2691205483861268e-05,6.462297460529953e-05,3.7817966358488775e-07,1.906898796733003e-05,5.74522005081235e-07,7.292468353625736e-07,1.020596937451046e-05,0.9981998205184937,1.467158472223673e-05,0.0005812236340716481,0.000902120431419462,1.82773035817263e-07
VK2dnhHhxCUVAbk.jpeg,0.0027064234018325806,1.1208958312636241e-06,5.975933527224697e-05,2.1410112367448164e-06,0.00025954970624297857,0.0013263443252071738,1.276093684055013e-07,0.4262194037437439,4.401445892199263e-07,0.00033265777165070176,0.3601249158382416,0.00021915855177212507,0.008774610236287117,1.3220872460806277e-05,0.19991405308246613,4.6137894969433546e-05
mGMO0gPLnBl8Wzb.jpeg,0.005070659797638655,9.08086690287746e-07,4.066786459588911e-06,9.136073941817813e-08,0.5357263088226318,0.0001442841748939827,9.16339393253196e-10,0.4577453136444092,1.8150512914871797e-05,1.7483667136275471e-07,0.00017648535140324384,1.198446534544928e-05,0.0005678227753378451,2.8453682077156373e-08,0.0004799705639015883,5.371663792175241e-05
7U09yKpYHBMlqnp.jpeg,0.00041368143865838647,1.4495195321817533e-10,1.3641596297020442e-06,6.847679312471655e-09,7.615912522851431e-07,1.3828090459355735e-06,1.5444254763963272e-09,0.9137414693832397,3.1574498571274034e-09,1.0535875105688319e-07,2.409303306194488e-06,2.964274870009831e-07,0.0006507554790005088,2.8618152292381183e-09,0.08518774062395096,2.1839971608983433e-08
LUxtpSWO7Zvcxdj.jpeg,0.010472718626260757,0.870990514755249,4.266418909537606e-05,0.00024185572692658752,0.003300183219835162,0.053858038038015366,0.00011049923341488466,0.007609610445797443,0.00018673448357731104,0.0005101190181449056,0.019414760172367096,0.0016681816196069121,0.011931329034268856,0.0022926791571080685,0.0165815819054842,0.0007885536178946495
