,name,price,link
175,1jBJ6dJwXsv0Rso,39990,https://pm.ru/category/mebel-dlya-doma/divany/pryamye-divany/goods-divan_dzhessi-id165138/
176,XABjlskbcHUMv2h,120990,https://pm.ru/category/mebel-dlya-doma/divany/pryamye-divany/goods-divan_sanford-id172499/
177,sVfpRL9ic1CMXRT,17990,https://pm.ru/category/mebel-dlya-doma/divany/pryamye-divany/goods-divan_lars-id180332/
178,QHE1RmklvJmy34L,50390,https://pm.ru/category/mebel-dlya-doma/divany/pryamye-divany/goods-divan_tino-id100582/
179,TWzd8vIjfqCJcAM,77990,https://pm.ru/category/mebel-dlya-doma/divany/pryamye-divany/goods-divan_trenton-id147515/
180,R5AN0wIgLcYLa0l,67990,https://pm.ru/category/mebel-dlya-doma/divany/pryamye-divany/goods-evans-id149798/
181,ZgiknFl2nEX3UTF,53990,https://pm.ru/category/mebel-dlya-doma/divany/pryamye-divany/goods-divan_william_lux-id100638/
182,jRy5v9Ey2lfcfeH,42990,https://pm.ru/category/mebel-dlya-doma/divany/pryamye-divany/goods-dvuhyarusni_divan_krovat_tvins-id156571/
183,ihay1DWaNvn0j5e,600,https://www.krapivakrapiva.ru/product/havortiya-kryzhovnik
184,mdsaqQS5PCevbyD,600,https://www.krapivakrapiva.ru/product/plyusch
185,YVTxJu3MvxFsImK,600,https://www.krapivakrapiva.ru/product/eheveriya-pilutsida
186,v5Smb6GSERyyA0W,40000,https://www.krapivakrapiva.ru/product/fikus-lirata-branch-27130-sm
187,XdetyYXAmRAuhNu,2500,https://www.krapivakrapiva.ru/product/strelitsiya-regina-1235
188,StOJVs7T4IZQJ3r,1500,https://www.krapivakrapiva.ru/product/kalateya-makoyana
189,7nNh7pR4CbeaoOM,2000,https://www.krapivakrapiva.ru/product/mirsina
190,Flp9L13y2tzLrFx,1000,https://www.krapivakrapiva.ru/product/hamedoreya-930
191,3ES1wFZptzW064x,3400,https://www.krapivakrapiva.ru/product/spatifillum-daymond
192,JAieTd22Cw7a11p,1200,https://www.krapivakrapiva.ru/product/fikus-lirata-bambino
193,6VncTg6nASDuCI9,1200,https://www.krapivakrapiva.ru/product/sansevieriya-zelaynika-fan
194,Z4AIDIitLIfiLuN,2200,https://www.krapivakrapiva.ru/product/sansevieriya-munshayn
195,d3E5qTtSPHYvCEO,3500,https://www.krapivakrapiva.ru/product/aglaonema
196,GWQGNpzhspvSWYO,4800,https://www.krapivakrapiva.ru/product/zamiokulkas-raven-1445
